Model,MSO44
Channel,CH1,,Channel,CH2,,Channel,CH3,,Channel,CH4,,Channel,MATH2,,Channel,MATH3
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09
Record Length,1250,,Record Length,1250,,Record Length,1250,,Record Length,1250,,Record Length,1250,,Record Length,1250
Zero Index,353.80062500,,Zero Index,353.80062500,,Zero Index,353.80062500,,Zero Index,353.80062500,,Zero Index,353.80062500,,Zero Index,353.80062500
Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,,,,

TIME,CH1,CH2,CH3,CH4,,TIME,MATH2,,TIME,MATH3
-2.43840500e-06,9.39062500e-03,1.43843750e-02,9.28437500e-03,9.53125000e-03,,-2.43840500e-06,3.37380753e-03,,-2.43840500e-06,nan
-2.43040500e-06,1.26093750e-02,1.46250000e-02,9.47812500e-03,9.92187500e-03,,-2.43040500e-06,6.59255777e-03,,-2.43040500e-06,nan
-2.42240500e-06,1.08828125e-02,1.28437500e-02,9.49375000e-03,6.32812500e-03,,-2.42240500e-06,4.86599514e-03,,-2.42240500e-06,1.89853401e-03
-2.41440500e-06,7.22656250e-03,1.02843750e-02,9.07187500e-03,8.35937500e-03,,-2.41440500e-06,1.20974507e-03,,-2.41440500e-06,2.01735226e-03
-2.40640500e-06,6.16406250e-03,9.84375000e-03,8.96250000e-03,1.25000000e-03,,-2.40640500e-06,1.47245111e-04,,-2.40640500e-06,2.03855429e-03
-2.39840500e-06,7.89843750e-03,1.17031250e-02,9.30312500e-03,-8.59375000e-04,,-2.39840500e-06,1.88162015e-03,,-2.39840500e-06,1.94328104e-03
-2.39040500e-06,8.95312500e-03,1.26781250e-02,8.93125000e-03,7.57812500e-03,,-2.39040500e-06,2.93630757e-03,,-2.39040500e-06,1.72046805e-03
-2.38240500e-06,6.43750000e-03,1.04968750e-02,8.30312500e-03,4.60937500e-03,,-2.38240500e-06,4.20682598e-04,,-2.38240500e-06,1.36885548e-03
-2.37440500e-06,5.24218750e-03,9.39375000e-03,8.23125000e-03,9.60937500e-03,,-2.37440500e-06,-7.74629880e-04,,-2.37440500e-06,8.96575162e-04
-2.36640500e-06,8.28906250e-03,1.02468750e-02,9.75937500e-03,-2.18750000e-03,,-2.36640500e-06,2.27224501e-03,,-2.36640500e-06,3.19851126e-04
-2.35840500e-06,9.71093750e-03,1.07406250e-02,1.19062500e-02,-2.65625000e-03,,-2.35840500e-06,3.69412010e-03,,-2.35840500e-06,-3.32940370e-04
-2.35040500e-06,4.16406250e-03,9.19062500e-03,1.33437500e-02,6.25000000e-04,,-2.35040500e-06,-1.85275485e-03,,-2.35040500e-06,-1.02076738e-03
-2.34240500e-06,-3.67187500e-04,8.88437500e-03,1.29750000e-02,-1.71875000e-03,,-2.34240500e-06,-6.38400484e-03,,-2.34240500e-06,-1.69845088e-03
-2.33440500e-06,1.07812500e-03,1.06687500e-02,1.14625000e-02,3.12500000e-03,,-2.33440500e-06,-4.93869232e-03,,-2.33440500e-06,-2.32413667e-03
-2.32640500e-06,4.15625000e-03,1.18750000e-02,1.06312500e-02,7.81250000e-04,,-2.32640500e-06,-1.86056737e-03,,-2.32640500e-06,-2.85531278e-03
-2.31840500e-06,2.64843750e-03,1.06875000e-02,1.12531250e-02,8.82812500e-03,,-2.31840500e-06,-3.36837978e-03,,-2.31840500e-06,-3.24931135e-03
-2.31040500e-06,1.19531250e-03,9.42187500e-03,1.26625000e-02,2.34375000e-03,,-2.31040500e-06,-4.82150493e-03,,-2.31040500e-06,-3.47140431e-03
-2.30240500e-06,3.52343750e-03,1.01906250e-02,1.41968750e-02,3.12500000e-03,,-2.30240500e-06,-2.49337987e-03,,-2.30240500e-06,-3.50401108e-03
-2.29440500e-06,5.38281250e-03,1.08687500e-02,1.35375000e-02,2.18750000e-03,,-2.29440500e-06,-6.34004886e-04,,-2.29440500e-06,-3.34664807e-03
-2.28640500e-06,4.33593750e-03,1.06500000e-02,9.23125000e-03,2.50000000e-03,,-2.28640500e-06,-1.68087985e-03,,-2.28640500e-06,-3.00754583e-03
-2.27840500e-06,2.80468750e-03,1.09625000e-02,5.77812500e-03,8.90625000e-03,,-2.27840500e-06,-3.21212993e-03,,-2.27840500e-06,-2.50675110e-03
-2.27040500e-06,2.71093750e-03,1.21218750e-02,6.31562500e-03,6.64062500e-03,,-2.27040500e-06,-3.30587989e-03,,-2.27040500e-06,-1.88301504e-03
-2.26240500e-06,3.90625000e-03,1.29562500e-02,9.95625000e-03,9.14062500e-03,,-2.26240500e-06,-2.11056741e-03,,-2.26240500e-06,-1.19052711e-03
-2.25440500e-06,5.64062500e-03,1.26750000e-02,1.22062500e-02,1.12500000e-02,,-2.25440500e-06,-3.76192387e-04,,-2.25440500e-06,-4.90012695e-04
-2.24640500e-06,7.89062500e-03,1.25812500e-02,1.19875000e-02,9.84375000e-03,,-2.24640500e-06,1.87380763e-03,,-2.24640500e-06,1.55194604e-04
-2.23840500e-06,8.75000000e-03,1.14000000e-02,1.09968750e-02,6.32812500e-03,,-2.23840500e-06,2.73318263e-03,,-2.23840500e-06,6.79222285e-04
-2.23040500e-06,6.54687500e-03,9.08125000e-03,8.75625000e-03,4.68750000e-03,,-2.23040500e-06,5.30057587e-04,,-2.23040500e-06,1.01813057e-03
-2.22240500e-06,4.44531250e-03,6.82812500e-03,5.12187500e-03,1.48437500e-03,,-2.22240500e-06,-1.57150486e-03,,-2.22240500e-06,1.11829513e-03
-2.21440500e-06,6.04687500e-03,7.76250000e-03,2.90625000e-03,4.84375000e-03,,-2.21440500e-06,3.00576103e-05,,-2.21440500e-06,9.40129394e-04
-2.20640500e-06,8.06250000e-03,1.08625000e-02,5.37812500e-03,1.04687500e-02,,-2.20640500e-06,2.04568263e-03,,-2.20640500e-06,4.57796152e-04
-2.19840500e-06,6.64843750e-03,1.10531250e-02,9.08750000e-03,6.40625000e-03,,-2.19840500e-06,6.31620118e-04,,-2.19840500e-06,-3.40650091e-04
-2.19040500e-06,3.75781250e-03,8.77187500e-03,9.34062500e-03,1.02343750e-02,,-2.19040500e-06,-2.25900486e-03,,-2.19040500e-06,-1.45037717e-03
-2.18240500e-06,2.12500000e-03,7.95625000e-03,7.89062500e-03,4.29687500e-03,,-2.18240500e-06,-3.89181729e-03,,-2.18240500e-06,-2.84703122e-03
-2.17440500e-06,2.31250000e-03,9.09062500e-03,7.48750000e-03,3.75000000e-03,,-2.17440500e-06,-3.70431738e-03,,-2.17440500e-06,-4.48961090e-03
-2.16640500e-06,1.48437500e-04,1.00656250e-02,8.21875000e-03,1.64062500e-03,,-2.16640500e-06,-5.86837996e-03,,-2.16640500e-06,-6.32314477e-03
-2.15840500e-06,-4.21093750e-03,1.02125000e-02,8.97187500e-03,2.10937500e-03,,-2.15840500e-06,-1.02277547e-02,,-2.15840500e-06,-8.28315597e-03
-2.15040500e-06,-8.72656250e-03,1.15281250e-02,8.27812500e-03,3.67187500e-03,,-2.15040500e-06,-1.47433802e-02,,-2.15040500e-06,-1.02988575e-02
-2.14240500e-06,-9.10937500e-03,1.32687500e-02,7.24375000e-03,4.76562500e-03,,-2.14240500e-06,-1.51261920e-02,,-2.14240500e-06,-1.22966617e-02
-2.13440500e-06,-7.98437500e-03,1.28250000e-02,6.77812500e-03,8.51562500e-03,,-2.13440500e-06,-1.40011925e-02,,-2.13440500e-06,-1.42045897e-02
-2.12640500e-06,-9.17187500e-03,1.13468750e-02,7.38750000e-03,3.90625000e-03,,-2.12640500e-06,-1.51886921e-02,,-2.12640500e-06,-1.59561709e-02
-2.11840500e-06,-1.17578125e-02,9.92812500e-03,7.84687500e-03,4.60937500e-03,,-2.11840500e-06,-1.77746303e-02,,-2.11840500e-06,-1.74935199e-02
-2.11040500e-06,-1.33203125e-02,9.86562500e-03,7.56875000e-03,4.06250000e-03,,-2.11040500e-06,-1.93371307e-02,,-2.11040500e-06,-1.87702402e-02
-2.10240500e-06,-1.40937500e-02,1.01437500e-02,6.26250000e-03,-1.01562500e-03,,-2.10240500e-06,-2.01105680e-02,,-2.10240500e-06,-1.97512489e-02
-2.09440500e-06,-1.50625000e-02,1.01781250e-02,4.54375000e-03,-2.89062500e-03,,-2.09440500e-06,-2.10793167e-02,,-2.09440500e-06,-2.04146281e-02
-2.08640500e-06,-1.67343750e-02,1.04562500e-02,4.48750000e-03,2.81250000e-03,,-2.08640500e-06,-2.27511916e-02,,-2.08640500e-06,-2.07535867e-02
-2.07840500e-06,-1.58828125e-02,1.04937500e-02,6.95937500e-03,1.56250000e-04,,-2.07840500e-06,-2.18996294e-02,,-2.07840500e-06,-2.07759738e-02
-2.07040500e-06,-1.31875000e-02,1.00750000e-02,9.85312500e-03,1.40625000e-03,,-2.07040500e-06,-1.92043167e-02,,-2.07040500e-06,-2.05022097e-02
-2.06240500e-06,-1.09140625e-02,9.29062500e-03,1.18406250e-02,5.85937500e-03,,-2.06240500e-06,-1.69308800e-02,,-2.06240500e-06,-1.99621785e-02
-2.05440500e-06,-1.04140625e-02,8.50312500e-03,1.25906250e-02,-7.03125000e-04,,-2.05440500e-06,-1.64308790e-02,,-2.05440500e-06,-1.91951394e-02
-2.04640500e-06,-1.17265625e-02,7.66875000e-03,1.23937500e-02,1.79687500e-03,,-2.04640500e-06,-1.77433807e-02,,-2.04640500e-06,-1.82464868e-02
-2.03840500e-06,-1.15546875e-02,6.98125000e-03,1.01656250e-02,3.28125000e-03,,-2.03840500e-06,-1.75715052e-02,,-2.03840500e-06,-1.71637572e-02
-2.03040500e-06,-1.07343750e-02,7.16250000e-03,7.44375000e-03,4.76562500e-03,,-2.03040500e-06,-1.67511925e-02,,-2.03040500e-06,-1.59948245e-02
-2.02240500e-06,-8.76562500e-03,8.97500000e-03,7.57500000e-03,6.40625000e-03,,-2.02240500e-06,-1.47824427e-02,,-2.02240500e-06,-1.47864185e-02
-2.01440500e-06,-6.70312500e-03,9.95000000e-03,1.03500000e-02,3.28125000e-03,,-2.01440500e-06,-1.27199423e-02,,-2.01440500e-06,-1.35833016e-02
